"service_request_id","municipality_id","month_start_date","created_at","completed_at","requests_received","requests_rejected","requests_completed_within_sla","requests_completed","reopen_rate","avg_request_satisfaction_score"
"SR-M013-202504","M013","2025-04-01","2025-04-01T00:00:00","2025-04-15T00:00:00","87","5","77","80","0.06","0.765"
"SR-M013-202505","M013","2025-05-01","2025-05-01T00:00:00","2025-05-15T00:00:00","88","5","78","81","0.06","0.765"
"SR-M013-202506","M013","2025-06-01","2025-06-01T00:00:00","2025-06-15T00:00:00","89","5","79","82","0.06","0.765"
"SR-M013-202507","M013","2025-07-01","2025-07-01T00:00:00","2025-07-15T00:00:00","90","5","80","83","0.06","0.765"
"SR-M013-202508","M013","2025-08-01","2025-08-01T00:00:00","2025-08-15T00:00:00","91","5","81","84","0.06","0.765"
"SR-M013-202509","M013","2025-09-01","2025-09-01T00:00:00","2025-09-15T00:00:00","92","5","82","85","0.06","0.765"
"SR-M013-202510","M013","2025-10-01","2025-10-01T00:00:00","2025-10-15T00:00:00","93","5","83","86","0.06","0.765"
"SR-M013-202511","M013","2025-11-01","2025-11-01T00:00:00","2025-11-15T00:00:00","94","5","84","87","0.06","0.765"
"SR-M013-202512","M013","2025-12-01","2025-12-01T00:00:00","2025-12-15T00:00:00","95","5","85","88","0.06","0.765"
"SR-M013-202601","M013","2026-01-01","2026-01-01T00:00:00","2026-01-15T00:00:00","84","5","74","77","0.06","0.765"
"SR-M013-202602","M013","2026-02-01","2026-02-01T00:00:00","2026-02-15T00:00:00","85","5","75","78","0.06","0.765"
"SR-M013-202603","M013","2026-03-01","2026-03-01T00:00:00","2026-03-15T00:00:00","86","5","76","79","0.06","0.765"
"SR-M013-202604","M013","2026-04-01","2026-04-01T00:00:00","2026-04-15T00:00:00","87","5","77","80","0.06","0.765"
"SR-M013-202605","M013","2026-05-01","2026-05-01T00:00:00","2026-05-15T00:00:00","88","5","78","81","0.06","0.765"
"SR-M013-202606","M013","2026-06-01","2026-06-01T00:00:00","2026-06-15T00:00:00","89","5","79","82","0.06","0.765"
"SR-M014-202501","M014","2025-01-01","2025-01-01T00:00:00","2025-01-15T00:00:00","85","6","74","77","0.07","0.76"
"SR-M014-202502","M014","2025-02-01","2025-02-01T00:00:00","2025-02-15T00:00:00","86","6","75","78","0.07","0.76"
"SR-M014-202503","M014","2025-03-01","2025-03-01T00:00:00","2025-03-15T00:00:00","87","6","76","79","0.07","0.76"
"SR-M014-202504","M014","2025-04-01","2025-04-01T00:00:00","2025-04-15T00:00:00","88","6","77","80","0.07","0.76"
"SR-M014-202505","M014","2025-05-01","2025-05-01T00:00:00","2025-05-15T00:00:00","89","6","78","81","0.07","0.76"
"SR-M014-202506","M014","2025-06-01","2025-06-01T00:00:00","2025-06-15T00:00:00","90","6","79","82","0.07","0.76"
"SR-M014-202507","M014","2025-07-01","2025-07-01T00:00:00","2025-07-15T00:00:00","91","6","80","83","0.07","0.76"
"SR-M014-202508","M014","2025-08-01","2025-08-01T00:00:00","2025-08-15T00:00:00","92","6","81","84","0.07","0.76"
"SR-M014-202509","M014","2025-09-01","2025-09-01T00:00:00","2025-09-15T00:00:00","93","6","82","85","0.07","0.76"
"SR-M014-202510","M014","2025-10-01","2025-10-01T00:00:00","2025-10-15T00:00:00","94","6","83","86","0.07","0.76"
"SR-M014-202511","M014","2025-11-01","2025-11-01T00:00:00","2025-11-15T00:00:00","95","6","84","87","0.07","0.76"
"SR-M014-202512","M014","2025-12-01","2025-12-01T00:00:00","2025-12-15T00:00:00","96","6","85","88","0.07","0.76"
"SR-M014-202601","M014","2026-01-01","2026-01-01T00:00:00","2026-01-15T00:00:00","85","6","74","77","0.07","0.76"
"SR-M014-202602","M014","2026-02-01","2026-02-01T00:00:00","2026-02-15T00:00:00","86","6","75","78","0.07","0.76"
"SR-M014-202603","M014","2026-03-01","2026-03-01T00:00:00","2026-03-15T00:00:00","87","6","76","79","0.07","0.76"
"SR-M014-202604","M014","2026-04-01","2026-04-01T00:00:00","2026-04-15T00:00:00","88","6","77","80","0.07","0.76"
"SR-M014-202605","M014","2026-05-01","2026-05-01T00:00:00","2026-05-15T00:00:00","89","6","78","81","0.07","0.76"
"SR-M014-202606","M014","2026-06-01","2026-06-01T00:00:00","2026-06-15T00:00:00","90","6","79","82","0.07","0.76"
"SR-M015-202501","M015","2025-01-01","2025-01-01T00:00:00","2025-01-15T00:00:00","86","4","77","80","0.08","0.78"
"SR-M015-202502","M015","2025-02-01","2025-02-01T00:00:00","2025-02-15T00:00:00","87","4","78","81","0.08","0.78"
"SR-M015-202503","M015","2025-03-01","2025-03-01T00:00:00","2025-03-15T00:00:00","88","4","79","82","0.08","0.78"
"SR-M015-202504","M015","2025-04-01","2025-04-01T00:00:00","2025-04-15T00:00:00","89","4","80","83","0.08","0.78"
"SR-M015-202505","M015","2025-05-01","2025-05-01T00:00:00","2025-05-15T00:00:00","90","4","81","84","0.08","0.78"
"SR-M015-202506","M015","2025-06-01","2025-06-01T00:00:00","2025-06-15T00:00:00","91","4","82","85","0.08","0.78"
"SR-M015-202507","M015","2025-07-01","2025-07-01T00:00:00","2025-07-15T00:00:00","92","4","83","86","0.08","0.78"
"SR-M015-202508","M015","2025-08-01","2025-08-01T00:00:00","2025-08-15T00:00:00","93","4","84","87","0.08","0.78"
"SR-M015-202509","M015","2025-09-01","2025-09-01T00:00:00","2025-09-15T00:00:00","94","4","85","88","0.08","0.78"
"SR-M015-202510","M015","2025-10-01","2025-10-01T00:00:00","2025-10-15T00:00:00","95","4","86","89","0.08","0.78"
"SR-M015-202511","M015","2025-11-01","2025-11-01T00:00:00","2025-11-15T00:00:00","96","4","87","90","0.08","0.78"
"SR-M015-202512","M015","2025-12-01","2025-12-01T00:00:00","2025-12-15T00:00:00","97","4","88","91","0.08","0.78"
"SR-M015-202601","M015","2026-01-01","2026-01-01T00:00:00","2026-01-15T00:00:00","86","4","77","80","0.08","0.78"
"SR-M015-202602","M015","2026-02-01","2026-02-01T00:00:00","2026-02-15T00:00:00","87","4","78","81","0.08","0.78"
"SR-M015-202603","M015","2026-03-01","2026-03-01T00:00:00","2026-03-15T00:00:00","88","4","79","82","0.08","0.78"
"SR-M015-202604","M015","2026-04-01","2026-04-01T00:00:00","2026-04-15T00:00:00","89","4","80","83","0.08","0.78"
"SR-M015-202605","M015","2026-05-01","2026-05-01T00:00:00","2026-05-15T00:00:00","90","4","81","84","0.08","0.78"
"SR-M015-202606","M015","2026-06-01","2026-06-01T00:00:00","2026-06-15T00:00:00","91","4","82","85","0.08","0.78"
"SR-M016-202501","M016","2025-01-01","2025-01-01T00:00:00","2025-01-15T00:00:00","87","5","77","80","0.05","0.775"
"SR-M016-202502","M016","2025-02-01","2025-02-01T00:00:00","2025-02-15T00:00:00","88","5","78","81","0.05","0.775"
"SR-M016-202503","M016","2025-03-01","2025-03-01T00:00:00","2025-03-15T00:00:00","89","5","79","82","0.05","0.775"
"SR-M016-202504","M016","2025-04-01","2025-04-01T00:00:00","2025-04-15T00:00:00","90","5","80","83","0.05","0.775"
"SR-M016-202505","M016","2025-05-01","2025-05-01T00:00:00","2025-05-15T00:00:00","91","5","81","84","0.05","0.775"
"SR-M016-202506","M016","2025-06-01","2025-06-01T00:00:00","2025-06-15T00:00:00","92","5","82","85","0.05","0.775"
"SR-M016-202507","M016","2025-07-01","2025-07-01T00:00:00","2025-07-15T00:00:00","93","5","83","86","0.05","0.775"
"SR-M016-202508","M016","2025-08-01","2025-08-01T00:00:00","2025-08-15T00:00:00","94","5","84","87","0.05","0.775"
"SR-M016-202509","M016","2025-09-01","2025-09-01T00:00:00","2025-09-15T00:00:00","95","5","85","88","0.05","0.775"
"SR-M016-202510","M016","2025-10-01","2025-10-01T00:00:00","2025-10-15T00:00:00","96","5","86","89","0.05","0.775"
"SR-M016-202511","M016","2025-11-01","2025-11-01T00:00:00","2025-11-15T00:00:00","97","5","87","90","0.05","0.775"
"SR-M016-202512","M016","2025-12-01","2025-12-01T00:00:00","2025-12-15T00:00:00","98","5","88","91","0.05","0.775"
"SR-M016-202601","M016","2026-01-01","2026-01-01T00:00:00","2026-01-15T00:00:00","87","5","77","80","0.05","0.775"
"SR-M016-202602","M016","2026-02-01","2026-02-01T00:00:00","2026-02-15T00:00:00","88","5","78","81","0.05","0.775"
"SR-M016-202603","M016","2026-03-01","2026-03-01T00:00:00","2026-03-15T00:00:00","89","5","79","82","0.05","0.775"
"SR-M016-202604","M016","2026-04-01","2026-04-01T00:00:00","2026-04-15T00:00:00","90","5","80","83","0.05","0.775"
"SR-M016-202605","M016","2026-05-01","2026-05-01T00:00:00","2026-05-15T00:00:00","91","5","81","84","0.05","0.775"
"SR-M016-202606","M016","2026-06-01","2026-06-01T00:00:00","2026-06-15T00:00:00","92","5","82","85","0.05","0.775"
"SR-M017-202501","M017","2025-01-01","2025-01-01T00:00:00","2025-01-15T00:00:00","88","6","77","80","0.06","0.77"
"SR-M017-202502","M017","2025-02-01","2025-02-01T00:00:00","2025-02-15T00:00:00","89","6","78","81","0.06","0.77"
"SR-M017-202503","M017","2025-03-01","2025-03-01T00:00:00","2025-03-15T00:00:00","90","6","79","82","0.06","0.77"
"SR-M017-202504","M017","2025-04-01","2025-04-01T00:00:00","2025-04-15T00:00:00","91","6","80","83","0.06","0.77"
"SR-M017-202505","M017","2025-05-01","2025-05-01T00:00:00","2025-05-15T00:00:00","92","6","81","84","0.06","0.77"
"SR-M017-202506","M017","2025-06-01","2025-06-01T00:00:00","2025-06-15T00:00:00","93","6","82","85","0.06","0.77"
"SR-M017-202507","M017","2025-07-01","2025-07-01T00:00:00","2025-07-15T00:00:00","94","6","83","86","0.06","0.77"
"SR-M017-202508","M017","2025-08-01","2025-08-01T00:00:00","2025-08-15T00:00:00","95","6","84","87","0.06","0.77"
"SR-M017-202509","M017","2025-09-01","2025-09-01T00:00:00","2025-09-15T00:00:00","96","6","85","88","0.06","0.77"
"SR-M017-202510","M017","2025-10-01","2025-10-01T00:00:00","2025-10-15T00:00:00","97","6","86","89","0.06","0.77"
"SR-M017-202511","M017","2025-11-01","2025-11-01T00:00:00","2025-11-15T00:00:00","98","6","87","90","0.06","0.77"
"SR-M017-202512","M017","2025-12-01","2025-12-01T00:00:00","2025-12-15T00:00:00","99","6","88","91","0.06","0.77"
"SR-M017-202601","M017","2026-01-01","2026-01-01T00:00:00","2026-01-15T00:00:00","88","6","77","80","0.06","0.77"
"SR-M017-202602","M017","2026-02-01","2026-02-01T00:00:00","2026-02-15T00:00:00","89","6","78","81","0.06","0.77"
"SR-M017-202603","M017","2026-03-01","2026-03-01T00:00:00","2026-03-15T00:00:00","90","6","79","82","0.06","0.77"
"SR-M017-202604","M017","2026-04-01","2026-04-01T00:00:00","2026-04-15T00:00:00","91","6","80","83","0.06","0.77"
"SR-M017-202605","M017","2026-05-01","2026-05-01T00:00:00","2026-05-15T00:00:00","92","6","81","84","0.06","0.77"
"SR-M017-202606","M017","2026-06-01","2026-06-01T00:00:00","2026-06-15T00:00:00","93","6","82","85","0.06","0.77"
"SR-M018-202501","M018","2025-01-01","2025-01-01T00:00:00","2025-01-15T00:00:00","89","4","80","83","0.07","0.765"
"SR-M018-202502","M018","2025-02-01","2025-02-01T00:00:00","2025-02-15T00:00:00","90","4","81","84","0.07","0.765"
"SR-M018-202503","M018","2025-03-01","2025-03-01T00:00:00","2025-03-15T00:00:00","91","4","82","85","0.07","0.765"
"SR-M018-202504","M018","2025-04-01","2025-04-01T00:00:00","2025-04-15T00:00:00","92","4","83","86","0.07","0.765"
"SR-M018-202505","M018","2025-05-01","2025-05-01T00:00:00","2025-05-15T00:00:00","93","4","84","87","0.07","0.765"
"SR-M018-202506","M018","2025-06-01","2025-06-01T00:00:00","2025-06-15T00:00:00","94","4","85","88","0.07","0.765"
"SR-M018-202507","M018","2025-07-01","2025-07-01T00:00:00","2025-07-15T00:00:00","95","4","86","89","0.07","0.765"
"SR-M018-202508","M018","2025-08-01","2025-08-01T00:00:00","2025-08-15T00:00:00","96","4","87","90","0.07","0.765"
"SR-M018-202509","M018","2025-09-01","2025-09-01T00:00:00","2025-09-15T00:00:00","97","4","88","91","0.07","0.765"
"SR-M018-202510","M018","2025-10-01","2025-10-01T00:00:00","2025-10-15T00:00:00","98","4","89","92","0.07","0.765"
"SR-M018-202511","M018","2025-11-01","2025-11-01T00:00:00","2025-11-15T00:00:00","99","4","90","93","0.07","0.765"
"SR-M018-202512","M018","2025-12-01","2025-12-01T00:00:00","2025-12-15T00:00:00","100","4","91","94","0.07","0.765"
"SR-M018-202601","M018","2026-01-01","2026-01-01T00:00:00","2026-01-15T00:00:00","89","4","80","83","0.07","0.765"
"SR-M018-202602","M018","2026-02-01","2026-02-01T00:00:00","2026-02-15T00:00:00","90","4","81","84","0.07","0.765"
"SR-M018-202603","M018","2026-03-01","2026-03-01T00:00:00","2026-03-15T00:00:00","91","4","82","85","0.07","0.765"
"SR-M018-202604","M018","2026-04-01","2026-04-01T00:00:00","2026-04-15T00:00:00","92","4","83","86","0.07","0.765"
"SR-M018-202605","M018","2026-05-01","2026-05-01T00:00:00","2026-05-15T00:00:00","93","4","84","87","0.07","0.765"
"SR-M018-202606","M018","2026-06-01","2026-06-01T00:00:00","2026-06-15T00:00:00","94","4","85","88","0.07","0.765"
"SR-M019-202501","M019","2025-01-01","2025-01-01T00:00:00","2025-01-15T00:00:00","90","5","80","83","0.08","0.76"
"SR-M019-202502","M019","2025-02-01","2025-02-01T00:00:00","2025-02-15T00:00:00","91","5","81","84","0.08","0.76"
"SR-M019-202503","M019","2025-03-01","2025-03-01T00:00:00","2025-03-15T00:00:00","92","5","82","85","0.08","0.76"
"SR-M019-202504","M019","2025-04-01","2025-04-01T00:00:00","2025-04-15T00:00:00","93","5","83","86","0.08","0.76"
"SR-M019-202505","M019","2025-05-01","2025-05-01T00:00:00","2025-05-15T00:00:00","94","5","84","87","0.08","0.76"
"SR-M019-202506","M019","2025-06-01","2025-06-01T00:00:00","2025-06-15T00:00:00","95","5","85","88","0.08","0.76"
"SR-M019-202507","M019","2025-07-01","2025-07-01T00:00:00","2025-07-15T00:00:00","96","5","86","89","0.08","0.76"
"SR-M019-202508","M019","2025-08-01","2025-08-01T00:00:00","2025-08-15T00:00:00","97","5","87","90","0.08","0.76"
"SR-M019-202509","M019","2025-09-01","2025-09-01T00:00:00","2025-09-15T00:00:00","98","5","88","91","0.08","0.76"
"SR-M019-202510","M019","2025-10-01","2025-10-01T00:00:00","2025-10-15T00:00:00","99","5","89","92","0.08","0.76"
"SR-M019-202511","M019","2025-11-01","2025-11-01T00:00:00","2025-11-15T00:00:00","100","5","90","93","0.08","0.76"
"SR-M019-202512","M019","2025-12-01","2025-12-01T00:00:00","2025-12-15T00:00:00","101","5","91","94","0.08","0.76"
"SR-M019-202601","M019","2026-01-01","2026-01-01T00:00:00","2026-01-15T00:00:00","90","5","80","83","0.08","0.76"
"SR-M019-202602","M019","2026-02-01","2026-02-01T00:00:00","2026-02-15T00:00:00","91","5","81","84","0.08","0.76"
"SR-M019-202603","M019","2026-03-01","2026-03-01T00:00:00","2026-03-15T00:00:00","92","5","82","85","0.08","0.76"
"SR-M019-202604","M019","2026-04-01","2026-04-01T00:00:00","2026-04-15T00:00:00","93","5","83","86","0.08","0.76"
"SR-M019-202605","M019","2026-05-01","2026-05-01T00:00:00","2026-05-15T00:00:00","94","5","84","87","0.08","0.76"
"SR-M019-202606","M019","2026-06-01","2026-06-01T00:00:00","2026-06-15T00:00:00","95","5","85","88","0.08","0.76"
"SR-M020-202501","M020","2025-01-01","2025-01-01T00:00:00","2025-01-15T00:00:00","91","6","80","83","0.05","0.78"
"SR-M020-202502","M020","2025-02-01","2025-02-01T00:00:00","2025-02-15T00:00:00","92","6","81","84","0.05","0.78"
"SR-M020-202503","M020","2025-03-01","2025-03-01T00:00:00","2025-03-15T00:00:00","93","6","82","85","0.05","0.78"
"SR-M020-202504","M020","2025-04-01","2025-04-01T00:00:00","2025-04-15T00:00:00","94","6","83","86","0.05","0.78"
"SR-M020-202505","M020","2025-05-01","2025-05-01T00:00:00","2025-05-15T00:00:00","95","6","84","87","0.05","0.78"
"SR-M020-202506","M020","2025-06-01","2025-06-01T00:00:00","2025-06-15T00:00:00","96","6","85","88","0.05","0.78"
"SR-M020-202507","M020","2025-07-01","2025-07-01T00:00:00","2025-07-15T00:00:00","97","6","86","89","0.05","0.78"
"SR-M020-202508","M020","2025-08-01","2025-08-01T00:00:00","2025-08-15T00:00:00","98","6","87","90","0.05","0.78"
"SR-M020-202509","M020","2025-09-01","2025-09-01T00:00:00","2025-09-15T00:00:00","99","6","88","91","0.05","0.78"
"SR-M020-202510","M020","2025-10-01","2025-10-01T00:00:00","2025-10-15T00:00:00","100","6","89","92","0.05","0.78"
"SR-M020-202511","M020","2025-11-01","2025-11-01T00:00:00","2025-11-15T00:00:00","101","6","90","93","0.05","0.78"
"SR-M020-202512","M020","2025-12-01","2025-12-01T00:00:00","2025-12-15T00:00:00","102","6","91","94","0.05","0.78"
"SR-M020-202601","M020","2026-01-01","2026-01-01T00:00:00","2026-01-15T00:00:00","91","6","80","83","0.05","0.78"
"SR-M020-202602","M020","2026-02-01","2026-02-01T00:00:00","2026-02-15T00:00:00","92","6","81","84","0.05","0.78"
"SR-M020-202603","M020","2026-03-01","2026-03-01T00:00:00","2026-03-15T00:00:00","93","6","82","85","0.05","0.78"
"SR-M020-202604","M020","2026-04-01","2026-04-01T00:00:00","2026-04-15T00:00:00","94","6","83","86","0.05","0.78"
"SR-M020-202605","M020","2026-05-01","2026-05-01T00:00:00","2026-05-15T00:00:00","95","6","84","87","0.05","0.78"
"SR-M020-202606","M020","2026-06-01","2026-06-01T00:00:00","2026-06-15T00:00:00","96","6","85","88","0.05","0.78"
"SR-M021-202501","M021","2025-01-01","2025-01-01T00:00:00","2025-01-15T00:00:00","92","4","83","86","0.06","0.775"
"SR-M021-202502","M021","2025-02-01","2025-02-01T00:00:00","2025-02-15T00:00:00","93","4","84","87","0.06","0.775"
"SR-M021-202503","M021","2025-03-01","2025-03-01T00:00:00","2025-03-15T00:00:00","94","4","85","88","0.06","0.775"
"SR-M021-202504","M021","2025-04-01","2025-04-01T00:00:00","2025-04-15T00:00:00","95","4","86","89","0.06","0.775"
"SR-M021-202505","M021","2025-05-01","2025-05-01T00:00:00","2025-05-15T00:00:00","96","4","87","90","0.06","0.775"
"SR-M021-202506","M021","2025-06-01","2025-06-01T00:00:00","2025-06-15T00:00:00","97","4","88","91","0.06","0.775"
"SR-M021-202507","M021","2025-07-01","2025-07-01T00:00:00","2025-07-15T00:00:00","98","4","89","92","0.06","0.775"
"SR-M021-202508","M021","2025-08-01","2025-08-01T00:00:00","2025-08-15T00:00:00","99","4","90","93","0.06","0.775"
"SR-M021-202509","M021","2025-09-01","2025-09-01T00:00:00","2025-09-15T00:00:00","100","4","91","94","0.06","0.775"
"SR-M021-202510","M021","2025-10-01","2025-10-01T00:00:00","2025-10-15T00:00:00","101","4","92","95","0.06","0.775"
"SR-M021-202511","M021","2025-11-01","2025-11-01T00:00:00","2025-11-15T00:00:00","102","4","93","96","0.06","0.775"
"SR-M021-202512","M021","2025-12-01","2025-12-01T00:00:00","2025-12-15T00:00:00","103","4","94","97","0.06","0.775"
"SR-M021-202601","M021","2026-01-01","2026-01-01T00:00:00","2026-01-15T00:00:00","92","4","83","86","0.06","0.775"
"SR-M021-202602","M021","2026-02-01","2026-02-01T00:00:00","2026-02-15T00:00:00","93","4","84","87","0.06","0.775"
"SR-M021-202603","M021","2026-03-01","2026-03-01T00:00:00","2026-03-15T00:00:00","94","4","85","88","0.06","0.775"
"SR-M021-202604","M021","2026-04-01","2026-04-01T00:00:00","2026-04-15T00:00:00","95","4","86","89","0.06","0.775"
"SR-M021-202605","M021","2026-05-01","2026-05-01T00:00:00","2026-05-15T00:00:00","96","4","87","90","0.06","0.775"
"SR-M021-202606","M021","2026-06-01","2026-06-01T00:00:00","2026-06-15T00:00:00","97","4","88","91","0.06","0.775"
"SR-M022-202501","M022","2025-01-01","2025-01-01T00:00:00","2025-01-15T00:00:00","93","5","83","86","0.07","0.77"
"SR-M022-202502","M022","2025-02-01","2025-02-01T00:00:00","2025-02-15T00:00:00","94","5","84","87","0.07","0.77"
"SR-M022-202503","M022","2025-03-01","2025-03-01T00:00:00","2025-03-15T00:00:00","95","5","85","88","0.07","0.77"
"SR-M022-202504","M022","2025-04-01","2025-04-01T00:00:00","2025-04-15T00:00:00","96","5","86","89","0.07","0.77"
"SR-M022-202505","M022","2025-05-01","2025-05-01T00:00:00","2025-05-15T00:00:00","97","5","87","90","0.07","0.77"
"SR-M022-202506","M022","2025-06-01","2025-06-01T00:00:00","2025-06-15T00:00:00","98","5","88","91","0.07","0.77"
"SR-M022-202507","M022","2025-07-01","2025-07-01T00:00:00","2025-07-15T00:00:00","99","5","89","92","0.07","0.77"
"SR-M022-202508","M022","2025-08-01","2025-08-01T00:00:00","2025-08-15T00:00:00","100","5","90","93","0.07","0.77"
"SR-M022-202509","M022","2025-09-01","2025-09-01T00:00:00","2025-09-15T00:00:00","101","5","91","94","0.07","0.77"
"SR-M022-202510","M022","2025-10-01","2025-10-01T00:00:00","2025-10-15T00:00:00","102","5","92","95","0.07","0.77"
"SR-M022-202511","M022","2025-11-01","2025-11-01T00:00:00","2025-11-15T00:00:00","103","5","93","96","0.07","0.77"
"SR-M022-202512","M022","2025-12-01","2025-12-01T00:00:00","2025-12-15T00:00:00","104","5","94","97","0.07","0.77"
"SR-M022-202601","M022","2026-01-01","2026-01-01T00:00:00","2026-01-15T00:00:00","93","5","83","86","0.07","0.77"
"SR-M022-202602","M022","2026-02-01","2026-02-01T00:00:00","2026-02-15T00:00:00","94","5","84","87","0.07","0.77"
"SR-M022-202603","M022","2026-03-01","2026-03-01T00:00:00","2026-03-15T00:00:00","95","5","85","88","0.07","0.77"
"SR-M022-202604","M022","2026-04-01","2026-04-01T00:00:00","2026-04-15T00:00:00","96","5","86","89","0.07","0.77"
"SR-M022-202605","M022","2026-05-01","2026-05-01T00:00:00","2026-05-15T00:00:00","97","5","87","90","0.07","0.77"
"SR-M022-202606","M022","2026-06-01","2026-06-01T00:00:00","2026-06-15T00:00:00","98","5","88","91","0.07","0.77"
"SR-M023-202501","M023","2025-01-01","2025-01-01T00:00:00","2025-01-15T00:00:00","94","6","83","86","0.08","0.765"
"SR-M023-202502","M023","2025-02-01","2025-02-01T00:00:00","2025-02-15T00:00:00","95","6","84","87","0.08","0.765"
"SR-M023-202503","M023","2025-03-01","2025-03-01T00:00:00","2025-03-15T00:00:00","96","6","85","88","0.08","0.765"
"SR-M023-202504","M023","2025-04-01","2025-04-01T00:00:00","2025-04-15T00:00:00","97","6","86","89","0.08","0.765"
"SR-M023-202505","M023","2025-05-01","2025-05-01T00:00:00","2025-05-15T00:00:00","98","6","87","90","0.08","0.765"
"SR-M023-202506","M023","2025-06-01","2025-06-01T00:00:00","2025-06-15T00:00:00","99","6","88","91","0.08","0.765"
"SR-M023-202507","M023","2025-07-01","2025-07-01T00:00:00","2025-07-15T00:00:00","100","6","89","92","0.08","0.765"
"SR-M023-202508","M023","2025-08-01","2025-08-01T00:00:00","2025-08-15T00:00:00","101","6","90","93","0.08","0.765"
"SR-M023-202509","M023","2025-09-01","2025-09-01T00:00:00","2025-09-15T00:00:00","102","6","91","94","0.08","0.765"
"SR-M023-202510","M023","2025-10-01","2025-10-01T00:00:00","2025-10-15T00:00:00","103","6","92","95","0.08","0.765"
"SR-M023-202511","M023","2025-11-01","2025-11-01T00:00:00","2025-11-15T00:00:00","104","6","93","96","0.08","0.765"
"SR-M023-202512","M023","2025-12-01","2025-12-01T00:00:00","2025-12-15T00:00:00","105","6","94","97","0.08","0.765"
"SR-M023-202601","M023","2026-01-01","2026-01-01T00:00:00","2026-01-15T00:00:00","94","6","83","86","0.08","0.765"
"SR-M023-202602","M023","2026-02-01","2026-02-01T00:00:00","2026-02-15T00:00:00","95","6","84","87","0.08","0.765"
"SR-M023-202603","M023","2026-03-01","2026-03-01T00:00:00","2026-03-15T00:00:00","96","6","85","88","0.08","0.765"
"SR-M023-202604","M023","2026-04-01","2026-04-01T00:00:00","2026-04-15T00:00:00","97","6","86","89","0.08","0.765"
"SR-M023-202605","M023","2026-05-01","2026-05-01T00:00:00","2026-05-15T00:00:00","98","6","87","90","0.08","0.765"
"SR-M023-202606","M023","2026-06-01","2026-06-01T00:00:00","2026-06-15T00:00:00","99","6","88","91","0.08","0.765"
"SR-M024-202501","M024","2025-01-01","2025-01-01T00:00:00","2025-01-15T00:00:00","95","4","86","89","0.05","0.76"
"SR-M024-202502","M024","2025-02-01","2025-02-01T00:00:00","2025-02-15T00:00:00","96","4","87","90","0.05","0.76"
"SR-M024-202503","M024","2025-03-01","2025-03-01T00:00:00","2025-03-15T00:00:00","97","4","88","91","0.05","0.76"
"SR-M024-202504","M024","2025-04-01","2025-04-01T00:00:00","2025-04-15T00:00:00","98","4","89","92","0.05","0.76"
"SR-M024-202505","M024","2025-05-01","2025-05-01T00:00:00","2025-05-15T00:00:00","99","4","90","93","0.05","0.76"
"SR-M024-202506","M024","2025-06-01","2025-06-01T00:00:00","2025-06-15T00:00:00","100","4","91","94","0.05","0.76"
"SR-M024-202507","M024","2025-07-01","2025-07-01T00:00:00","2025-07-15T00:00:00","101","4","92","95","0.05","0.76"
"SR-M024-202508","M024","2025-08-01","2025-08-01T00:00:00","2025-08-15T00:00:00","102","4","93","96","0.05","0.76"
"SR-M024-202509","M024","2025-09-01","2025-09-01T00:00:00","2025-09-15T00:00:00","103","4","94","97","0.05","0.76"
"SR-M024-202510","M024","2025-10-01","2025-10-01T00:00:00","2025-10-15T00:00:00","104","4","95","98","0.05","0.76"
"SR-M024-202511","M024","2025-11-01","2025-11-01T00:00:00","2025-11-15T00:00:00","105","4","96","99","0.05","0.76"
"SR-M024-202512","M024","2025-12-01","2025-12-01T00:00:00","2025-12-15T00:00:00","106","4","97","100","0.05","0.76"
"SR-M024-202601","M024","2026-01-01","2026-01-01T00:00:00","2026-01-15T00:00:00","95","4","86","89","0.05","0.76"
"SR-M024-202602","M024","2026-02-01","2026-02-01T00:00:00","2026-02-15T00:00:00","96","4","87","90","0.05","0.76"
"SR-M024-202603","M024","2026-03-01","2026-03-01T00:00:00","2026-03-15T00:00:00","97","4","88","91","0.05","0.76"
"SR-M024-202604","M024","2026-04-01","2026-04-01T00:00:00","2026-04-15T00:00:00","98","4","89","92","0.05","0.76"
"SR-M024-202605","M024","2026-05-01","2026-05-01T00:00:00","2026-05-15T00:00:00","99","4","90","93","0.05","0.76"
"SR-M024-202606","M024","2026-06-01","2026-06-01T00:00:00","2026-06-15T00:00:00","100","4","91","94","0.05","0.76"
"SR-M025-202501","M025","2025-01-01","2025-01-01T00:00:00","2025-01-15T00:00:00","96","5","86","89","0.06","0.78"
"SR-M025-202502","M025","2025-02-01","2025-02-01T00:00:00","2025-02-15T00:00:00","97","5","87","90","0.06","0.78"
"SR-M025-202503","M025","2025-03-01","2025-03-01T00:00:00","2025-03-15T00:00:00","98","5","88","91","0.06","0.78"
"SR-M025-202504","M025","2025-04-01","2025-04-01T00:00:00","2025-04-15T00:00:00","99","5","89","92","0.06","0.78"
"SR-M025-202505","M025","2025-05-01","2025-05-01T00:00:00","2025-05-15T00:00:00","100","5","90","93","0.06","0.78"
"SR-M025-202506","M025","2025-06-01","2025-06-01T00:00:00","2025-06-15T00:00:00","101","5","91","94","0.06","0.78"
"SR-M025-202507","M025","2025-07-01","2025-07-01T00:00:00","2025-07-15T00:00:00","102","5","92","95","0.06","0.78"
