"case_id","municipality_id","month_start_date","opened_at","closed_at","cases_closed","cases_meeting_quality_bar","case_priority","quality_bar_met"
"CASE-M014-202510","M014","2025-10-01","2025-10-03T00:00:00","2025-10-19T00:00:00","16","14","normal","true"
"CASE-M014-202511","M014","2025-11-01","2025-11-03T00:00:00","2025-11-19T00:00:00","16","14","normal","true"
"CASE-M014-202512","M014","2025-12-01","2025-12-03T00:00:00","2025-12-19T00:00:00","16","14","normal","true"
"CASE-M014-202601","M014","2026-01-01","2026-01-03T00:00:00","2026-01-19T00:00:00","16","14","normal","true"
"CASE-M014-202602","M014","2026-02-01","2026-02-03T00:00:00","2026-02-19T00:00:00","16","14","normal","true"
"CASE-M014-202603","M014","2026-03-01","2026-03-03T00:00:00","2026-03-19T00:00:00","16","14","normal","true"
"CASE-M014-202604","M014","2026-04-01","2026-04-03T00:00:00","2026-04-19T00:00:00","16","14","normal","true"
"CASE-M014-202605","M014","2026-05-01","2026-05-03T00:00:00","2026-05-19T00:00:00","16","14","normal","true"
"CASE-M014-202606","M014","2026-06-01","2026-06-03T00:00:00","2026-06-19T00:00:00","16","14","normal","true"
"CASE-M015-202501","M015","2025-01-01","2025-01-03T00:00:00","2025-01-19T00:00:00","12","10","normal","false"
"CASE-M015-202502","M015","2025-02-01","2025-02-03T00:00:00","2025-02-19T00:00:00","12","10","normal","false"
"CASE-M015-202503","M015","2025-03-01","2025-03-03T00:00:00","2025-03-19T00:00:00","12","10","normal","false"
"CASE-M015-202504","M015","2025-04-01","2025-04-03T00:00:00","2025-04-19T00:00:00","12","10","normal","false"
"CASE-M015-202505","M015","2025-05-01","2025-05-03T00:00:00","2025-05-19T00:00:00","12","10","normal","false"
"CASE-M015-202506","M015","2025-06-01","2025-06-03T00:00:00","2025-06-19T00:00:00","12","10","normal","false"
"CASE-M015-202507","M015","2025-07-01","2025-07-03T00:00:00","2025-07-19T00:00:00","12","10","normal","false"
"CASE-M015-202508","M015","2025-08-01","2025-08-03T00:00:00","2025-08-19T00:00:00","12","10","normal","false"
"CASE-M015-202509","M015","2025-09-01","2025-09-03T00:00:00","2025-09-19T00:00:00","12","10","normal","false"
"CASE-M015-202510","M015","2025-10-01","2025-10-03T00:00:00","2025-10-19T00:00:00","12","10","normal","false"
"CASE-M015-202511","M015","2025-11-01","2025-11-03T00:00:00","2025-11-19T00:00:00","12","10","normal","false"
"CASE-M015-202512","M015","2025-12-01","2025-12-03T00:00:00","2025-12-19T00:00:00","12","10","normal","false"
"CASE-M015-202601","M015","2026-01-01","2026-01-03T00:00:00","2026-01-19T00:00:00","12","10","normal","false"
"CASE-M015-202602","M015","2026-02-01","2026-02-03T00:00:00","2026-02-19T00:00:00","12","10","normal","false"
"CASE-M015-202603","M015","2026-03-01","2026-03-03T00:00:00","2026-03-19T00:00:00","12","10","normal","false"
"CASE-M015-202604","M015","2026-04-01","2026-04-03T00:00:00","2026-04-19T00:00:00","12","10","normal","false"
"CASE-M015-202605","M015","2026-05-01","2026-05-03T00:00:00","2026-05-19T00:00:00","12","10","normal","false"
"CASE-M015-202606","M015","2026-06-01","2026-06-03T00:00:00","2026-06-19T00:00:00","12","10","normal","false"
"CASE-M016-202501","M016","2025-01-01","2025-01-03T00:00:00","2025-01-19T00:00:00","13","11","normal","false"
"CASE-M016-202502","M016","2025-02-01","2025-02-03T00:00:00","2025-02-19T00:00:00","13","11","normal","false"
"CASE-M016-202503","M016","2025-03-01","2025-03-03T00:00:00","2025-03-19T00:00:00","13","11","normal","false"
"CASE-M016-202504","M016","2025-04-01","2025-04-03T00:00:00","2025-04-19T00:00:00","13","11","normal","false"
"CASE-M016-202505","M016","2025-05-01","2025-05-03T00:00:00","2025-05-19T00:00:00","13","11","normal","false"
"CASE-M016-202506","M016","2025-06-01","2025-06-03T00:00:00","2025-06-19T00:00:00","13","11","normal","false"
"CASE-M016-202507","M016","2025-07-01","2025-07-03T00:00:00","2025-07-19T00:00:00","13","11","normal","false"
"CASE-M016-202508","M016","2025-08-01","2025-08-03T00:00:00","2025-08-19T00:00:00","13","11","normal","false"
"CASE-M016-202509","M016","2025-09-01","2025-09-03T00:00:00","2025-09-19T00:00:00","13","11","normal","false"
"CASE-M016-202510","M016","2025-10-01","2025-10-03T00:00:00","2025-10-19T00:00:00","13","11","normal","false"
"CASE-M016-202511","M016","2025-11-01","2025-11-03T00:00:00","2025-11-19T00:00:00","13","11","normal","false"
"CASE-M016-202512","M016","2025-12-01","2025-12-03T00:00:00","2025-12-19T00:00:00","13","11","normal","false"
"CASE-M016-202601","M016","2026-01-01","2026-01-03T00:00:00","2026-01-19T00:00:00","13","11","normal","false"
"CASE-M016-202602","M016","2026-02-01","2026-02-03T00:00:00","2026-02-19T00:00:00","13","11","normal","false"
"CASE-M016-202603","M016","2026-03-01","2026-03-03T00:00:00","2026-03-19T00:00:00","13","11","normal","false"
"CASE-M016-202604","M016","2026-04-01","2026-04-03T00:00:00","2026-04-19T00:00:00","13","11","normal","false"
"CASE-M016-202605","M016","2026-05-01","2026-05-03T00:00:00","2026-05-19T00:00:00","13","11","normal","false"
"CASE-M016-202606","M016","2026-06-01","2026-06-03T00:00:00","2026-06-19T00:00:00","13","11","normal","false"
"CASE-M017-202501","M017","2025-01-01","2025-01-03T00:00:00","2025-01-19T00:00:00","14","12","normal","true"
"CASE-M017-202502","M017","2025-02-01","2025-02-03T00:00:00","2025-02-19T00:00:00","14","12","normal","true"
"CASE-M017-202503","M017","2025-03-01","2025-03-03T00:00:00","2025-03-19T00:00:00","14","12","normal","true"
"CASE-M017-202504","M017","2025-04-01","2025-04-03T00:00:00","2025-04-19T00:00:00","14","12","normal","true"
"CASE-M017-202505","M017","2025-05-01","2025-05-03T00:00:00","2025-05-19T00:00:00","14","12","normal","true"
"CASE-M017-202506","M017","2025-06-01","2025-06-03T00:00:00","2025-06-19T00:00:00","14","12","normal","true"
"CASE-M017-202507","M017","2025-07-01","2025-07-03T00:00:00","2025-07-19T00:00:00","14","12","normal","true"
"CASE-M017-202508","M017","2025-08-01","2025-08-03T00:00:00","2025-08-19T00:00:00","14","12","normal","true"
"CASE-M017-202509","M017","2025-09-01","2025-09-03T00:00:00","2025-09-19T00:00:00","14","12","normal","true"
"CASE-M017-202510","M017","2025-10-01","2025-10-03T00:00:00","2025-10-19T00:00:00","14","12","normal","true"
"CASE-M017-202511","M017","2025-11-01","2025-11-03T00:00:00","2025-11-19T00:00:00","14","12","normal","true"
"CASE-M017-202512","M017","2025-12-01","2025-12-03T00:00:00","2025-12-19T00:00:00","14","12","normal","true"
"CASE-M017-202601","M017","2026-01-01","2026-01-03T00:00:00","2026-01-19T00:00:00","14","12","normal","true"
"CASE-M017-202602","M017","2026-02-01","2026-02-03T00:00:00","2026-02-19T00:00:00","14","12","normal","true"
"CASE-M017-202603","M017","2026-03-01","2026-03-03T00:00:00","2026-03-19T00:00:00","14","12","normal","true"
"CASE-M017-202604","M017","2026-04-01","2026-04-03T00:00:00","2026-04-19T00:00:00","14","12","normal","true"
"CASE-M017-202605","M017","2026-05-01","2026-05-03T00:00:00","2026-05-19T00:00:00","14","12","normal","true"
"CASE-M017-202606","M017","2026-06-01","2026-06-03T00:00:00","2026-06-19T00:00:00","14","12","normal","true"
"CASE-M018-202501","M018","2025-01-01","2025-01-03T00:00:00","2025-01-19T00:00:00","15","13","normal","true"
"CASE-M018-202502","M018","2025-02-01","2025-02-03T00:00:00","2025-02-19T00:00:00","15","13","normal","true"
"CASE-M018-202503","M018","2025-03-01","2025-03-03T00:00:00","2025-03-19T00:00:00","15","13","normal","true"
"CASE-M018-202504","M018","2025-04-01","2025-04-03T00:00:00","2025-04-19T00:00:00","15","13","normal","true"
"CASE-M018-202505","M018","2025-05-01","2025-05-03T00:00:00","2025-05-19T00:00:00","15","13","normal","true"
"CASE-M018-202506","M018","2025-06-01","2025-06-03T00:00:00","2025-06-19T00:00:00","15","13","normal","true"
"CASE-M018-202507","M018","2025-07-01","2025-07-03T00:00:00","2025-07-19T00:00:00","15","13","normal","true"
"CASE-M018-202508","M018","2025-08-01","2025-08-03T00:00:00","2025-08-19T00:00:00","15","13","normal","true"
"CASE-M018-202509","M018","2025-09-01","2025-09-03T00:00:00","2025-09-19T00:00:00","15","13","normal","true"
"CASE-M018-202510","M018","2025-10-01","2025-10-03T00:00:00","2025-10-19T00:00:00","15","13","normal","true"
"CASE-M018-202511","M018","2025-11-01","2025-11-03T00:00:00","2025-11-19T00:00:00","15","13","normal","true"
"CASE-M018-202512","M018","2025-12-01","2025-12-03T00:00:00","2025-12-19T00:00:00","15","13","normal","true"
"CASE-M018-202601","M018","2026-01-01","2026-01-03T00:00:00","2026-01-19T00:00:00","15","13","normal","true"
"CASE-M018-202602","M018","2026-02-01","2026-02-03T00:00:00","2026-02-19T00:00:00","15","13","normal","true"
"CASE-M018-202603","M018","2026-03-01","2026-03-03T00:00:00","2026-03-19T00:00:00","15","13","normal","true"
"CASE-M018-202604","M018","2026-04-01","2026-04-03T00:00:00","2026-04-19T00:00:00","15","13","normal","true"
"CASE-M018-202605","M018","2026-05-01","2026-05-03T00:00:00","2026-05-19T00:00:00","15","13","normal","true"
"CASE-M018-202606","M018","2026-06-01","2026-06-03T00:00:00","2026-06-19T00:00:00","15","13","normal","true"
"CASE-M019-202501","M019","2025-01-01","2025-01-03T00:00:00","2025-01-19T00:00:00","16","14","normal","true"
"CASE-M019-202502","M019","2025-02-01","2025-02-03T00:00:00","2025-02-19T00:00:00","16","14","normal","true"
"CASE-M019-202503","M019","2025-03-01","2025-03-03T00:00:00","2025-03-19T00:00:00","16","14","normal","true"
"CASE-M019-202504","M019","2025-04-01","2025-04-03T00:00:00","2025-04-19T00:00:00","16","14","normal","true"
"CASE-M019-202505","M019","2025-05-01","2025-05-03T00:00:00","2025-05-19T00:00:00","16","14","normal","true"
"CASE-M019-202506","M019","2025-06-01","2025-06-03T00:00:00","2025-06-19T00:00:00","16","14","normal","true"
"CASE-M019-202507","M019","2025-07-01","2025-07-03T00:00:00","2025-07-19T00:00:00","16","14","normal","true"
"CASE-M019-202508","M019","2025-08-01","2025-08-03T00:00:00","2025-08-19T00:00:00","16","14","normal","true"
"CASE-M019-202509","M019","2025-09-01","2025-09-03T00:00:00","2025-09-19T00:00:00","16","14","normal","true"
"CASE-M019-202510","M019","2025-10-01","2025-10-03T00:00:00","2025-10-19T00:00:00","16","14","normal","true"
"CASE-M019-202511","M019","2025-11-01","2025-11-03T00:00:00","2025-11-19T00:00:00","16","14","normal","true"
"CASE-M019-202512","M019","2025-12-01","2025-12-03T00:00:00","2025-12-19T00:00:00","16","14","normal","true"
"CASE-M019-202601","M019","2026-01-01","2026-01-03T00:00:00","2026-01-19T00:00:00","16","14","normal","true"
"CASE-M019-202602","M019","2026-02-01","2026-02-03T00:00:00","2026-02-19T00:00:00","16","14","normal","true"
"CASE-M019-202603","M019","2026-03-01","2026-03-03T00:00:00","2026-03-19T00:00:00","16","14","normal","true"
"CASE-M019-202604","M019","2026-04-01","2026-04-03T00:00:00","2026-04-19T00:00:00","16","14","normal","true"
"CASE-M019-202605","M019","2026-05-01","2026-05-03T00:00:00","2026-05-19T00:00:00","16","14","normal","true"
"CASE-M019-202606","M019","2026-06-01","2026-06-03T00:00:00","2026-06-19T00:00:00","16","14","normal","true"
"CASE-M020-202501","M020","2025-01-01","2025-01-03T00:00:00","2025-01-19T00:00:00","12","10","normal","false"
"CASE-M020-202502","M020","2025-02-01","2025-02-03T00:00:00","2025-02-19T00:00:00","12","10","normal","false"
"CASE-M020-202503","M020","2025-03-01","2025-03-03T00:00:00","2025-03-19T00:00:00","12","10","normal","false"
"CASE-M020-202504","M020","2025-04-01","2025-04-03T00:00:00","2025-04-19T00:00:00","12","10","normal","false"
"CASE-M020-202505","M020","2025-05-01","2025-05-03T00:00:00","2025-05-19T00:00:00","12","10","normal","false"
"CASE-M020-202506","M020","2025-06-01","2025-06-03T00:00:00","2025-06-19T00:00:00","12","10","normal","false"
"CASE-M020-202507","M020","2025-07-01","2025-07-03T00:00:00","2025-07-19T00:00:00","12","10","normal","false"
"CASE-M020-202508","M020","2025-08-01","2025-08-03T00:00:00","2025-08-19T00:00:00","12","10","normal","false"
"CASE-M020-202509","M020","2025-09-01","2025-09-03T00:00:00","2025-09-19T00:00:00","12","10","normal","false"
"CASE-M020-202510","M020","2025-10-01","2025-10-03T00:00:00","2025-10-19T00:00:00","12","10","normal","false"
"CASE-M020-202511","M020","2025-11-01","2025-11-03T00:00:00","2025-11-19T00:00:00","12","10","normal","false"
"CASE-M020-202512","M020","2025-12-01","2025-12-03T00:00:00","2025-12-19T00:00:00","12","10","normal","false"
"CASE-M020-202601","M020","2026-01-01","2026-01-03T00:00:00","2026-01-19T00:00:00","12","10","normal","false"
"CASE-M020-202602","M020","2026-02-01","2026-02-03T00:00:00","2026-02-19T00:00:00","12","10","normal","false"
"CASE-M020-202603","M020","2026-03-01","2026-03-03T00:00:00","2026-03-19T00:00:00","12","10","normal","false"
"CASE-M020-202604","M020","2026-04-01","2026-04-03T00:00:00","2026-04-19T00:00:00","12","10","normal","false"
"CASE-M020-202605","M020","2026-05-01","2026-05-03T00:00:00","2026-05-19T00:00:00","12","10","normal","false"
"CASE-M020-202606","M020","2026-06-01","2026-06-03T00:00:00","2026-06-19T00:00:00","12","10","normal","false"
"CASE-M021-202501","M021","2025-01-01","2025-01-03T00:00:00","2025-01-19T00:00:00","13","11","normal","false"
"CASE-M021-202502","M021","2025-02-01","2025-02-03T00:00:00","2025-02-19T00:00:00","13","11","normal","false"
"CASE-M021-202503","M021","2025-03-01","2025-03-03T00:00:00","2025-03-19T00:00:00","13","11","normal","false"
"CASE-M021-202504","M021","2025-04-01","2025-04-03T00:00:00","2025-04-19T00:00:00","13","11","normal","false"
"CASE-M021-202505","M021","2025-05-01","2025-05-03T00:00:00","2025-05-19T00:00:00","13","11","normal","false"
"CASE-M021-202506","M021","2025-06-01","2025-06-03T00:00:00","2025-06-19T00:00:00","13","11","normal","false"
"CASE-M021-202507","M021","2025-07-01","2025-07-03T00:00:00","2025-07-19T00:00:00","13","11","normal","false"
"CASE-M021-202508","M021","2025-08-01","2025-08-03T00:00:00","2025-08-19T00:00:00","13","11","normal","false"
"CASE-M021-202509","M021","2025-09-01","2025-09-03T00:00:00","2025-09-19T00:00:00","13","11","normal","false"
"CASE-M021-202510","M021","2025-10-01","2025-10-03T00:00:00","2025-10-19T00:00:00","13","11","normal","false"
"CASE-M021-202511","M021","2025-11-01","2025-11-03T00:00:00","2025-11-19T00:00:00","13","11","normal","false"
"CASE-M021-202512","M021","2025-12-01","2025-12-03T00:00:00","2025-12-19T00:00:00","13","11","normal","false"
"CASE-M021-202601","M021","2026-01-01","2026-01-03T00:00:00","2026-01-19T00:00:00","13","11","normal","false"
"CASE-M021-202602","M021","2026-02-01","2026-02-03T00:00:00","2026-02-19T00:00:00","13","11","normal","false"
"CASE-M021-202603","M021","2026-03-01","2026-03-03T00:00:00","2026-03-19T00:00:00","13","11","normal","false"
"CASE-M021-202604","M021","2026-04-01","2026-04-03T00:00:00","2026-04-19T00:00:00","13","11","normal","false"
"CASE-M021-202605","M021","2026-05-01","2026-05-03T00:00:00","2026-05-19T00:00:00","13","11","normal","false"
"CASE-M021-202606","M021","2026-06-01","2026-06-03T00:00:00","2026-06-19T00:00:00","13","11","normal","false"
"CASE-M022-202501","M022","2025-01-01","2025-01-03T00:00:00","2025-01-19T00:00:00","14","12","normal","true"
"CASE-M022-202502","M022","2025-02-01","2025-02-03T00:00:00","2025-02-19T00:00:00","14","12","normal","true"
"CASE-M022-202503","M022","2025-03-01","2025-03-03T00:00:00","2025-03-19T00:00:00","14","12","normal","true"
"CASE-M022-202504","M022","2025-04-01","2025-04-03T00:00:00","2025-04-19T00:00:00","14","12","normal","true"
"CASE-M022-202505","M022","2025-05-01","2025-05-03T00:00:00","2025-05-19T00:00:00","14","12","normal","true"
"CASE-M022-202506","M022","2025-06-01","2025-06-03T00:00:00","2025-06-19T00:00:00","14","12","normal","true"
"CASE-M022-202507","M022","2025-07-01","2025-07-03T00:00:00","2025-07-19T00:00:00","14","12","normal","true"
"CASE-M022-202508","M022","2025-08-01","2025-08-03T00:00:00","2025-08-19T00:00:00","14","12","normal","true"
"CASE-M022-202509","M022","2025-09-01","2025-09-03T00:00:00","2025-09-19T00:00:00","14","12","normal","true"
"CASE-M022-202510","M022","2025-10-01","2025-10-03T00:00:00","2025-10-19T00:00:00","14","12","normal","true"
"CASE-M022-202511","M022","2025-11-01","2025-11-03T00:00:00","2025-11-19T00:00:00","14","12","normal","true"
"CASE-M022-202512","M022","2025-12-01","2025-12-03T00:00:00","2025-12-19T00:00:00","14","12","normal","true"
"CASE-M022-202601","M022","2026-01-01","2026-01-03T00:00:00","2026-01-19T00:00:00","14","12","normal","true"
"CASE-M022-202602","M022","2026-02-01","2026-02-03T00:00:00","2026-02-19T00:00:00","14","12","normal","true"
"CASE-M022-202603","M022","2026-03-01","2026-03-03T00:00:00","2026-03-19T00:00:00","14","12","normal","true"
"CASE-M022-202604","M022","2026-04-01","2026-04-03T00:00:00","2026-04-19T00:00:00","14","12","normal","true"
"CASE-M022-202605","M022","2026-05-01","2026-05-03T00:00:00","2026-05-19T00:00:00","14","12","normal","true"
"CASE-M022-202606","M022","2026-06-01","2026-06-03T00:00:00","2026-06-19T00:00:00","14","12","normal","true"
"CASE-M023-202501","M023","2025-01-01","2025-01-03T00:00:00","2025-01-19T00:00:00","15","13","normal","true"
"CASE-M023-202502","M023","2025-02-01","2025-02-03T00:00:00","2025-02-19T00:00:00","15","13","normal","true"
"CASE-M023-202503","M023","2025-03-01","2025-03-03T00:00:00","2025-03-19T00:00:00","15","13","normal","true"
"CASE-M023-202504","M023","2025-04-01","2025-04-03T00:00:00","2025-04-19T00:00:00","15","13","normal","true"
"CASE-M023-202505","M023","2025-05-01","2025-05-03T00:00:00","2025-05-19T00:00:00","15","13","normal","true"
"CASE-M023-202506","M023","2025-06-01","2025-06-03T00:00:00","2025-06-19T00:00:00","15","13","normal","true"
"CASE-M023-202507","M023","2025-07-01","2025-07-03T00:00:00","2025-07-19T00:00:00","15","13","normal","true"
"CASE-M023-202508","M023","2025-08-01","2025-08-03T00:00:00","2025-08-19T00:00:00","15","13","normal","true"
"CASE-M023-202509","M023","2025-09-01","2025-09-03T00:00:00","2025-09-19T00:00:00","15","13","normal","true"
"CASE-M023-202510","M023","2025-10-01","2025-10-03T00:00:00","2025-10-19T00:00:00","15","13","normal","true"
"CASE-M023-202511","M023","2025-11-01","2025-11-03T00:00:00","2025-11-19T00:00:00","15","13","normal","true"
"CASE-M023-202512","M023","2025-12-01","2025-12-03T00:00:00","2025-12-19T00:00:00","15","13","normal","true"
"CASE-M023-202601","M023","2026-01-01","2026-01-03T00:00:00","2026-01-19T00:00:00","15","13","normal","true"
"CASE-M023-202602","M023","2026-02-01","2026-02-03T00:00:00","2026-02-19T00:00:00","15","13","normal","true"
"CASE-M023-202603","M023","2026-03-01","2026-03-03T00:00:00","2026-03-19T00:00:00","15","13","normal","true"
"CASE-M023-202604","M023","2026-04-01","2026-04-03T00:00:00","2026-04-19T00:00:00","15","13","normal","true"
"CASE-M023-202605","M023","2026-05-01","2026-05-03T00:00:00","2026-05-19T00:00:00","15","13","normal","true"
"CASE-M023-202606","M023","2026-06-01","2026-06-03T00:00:00","2026-06-19T00:00:00","15","13","normal","true"
"CASE-M024-202501","M024","2025-01-01","2025-01-03T00:00:00","2025-01-19T00:00:00","16","14","normal","true"
"CASE-M024-202502","M024","2025-02-01","2025-02-03T00:00:00","2025-02-19T00:00:00","16","14","normal","true"
"CASE-M024-202503","M024","2025-03-01","2025-03-03T00:00:00","2025-03-19T00:00:00","16","14","normal","true"
"CASE-M024-202504","M024","2025-04-01","2025-04-03T00:00:00","2025-04-19T00:00:00","16","14","normal","true"
"CASE-M024-202505","M024","2025-05-01","2025-05-03T00:00:00","2025-05-19T00:00:00","16","14","normal","true"
"CASE-M024-202506","M024","2025-06-01","2025-06-03T00:00:00","2025-06-19T00:00:00","16","14","normal","true"
"CASE-M024-202507","M024","2025-07-01","2025-07-03T00:00:00","2025-07-19T00:00:00","16","14","normal","true"
"CASE-M024-202508","M024","2025-08-01","2025-08-03T00:00:00","2025-08-19T00:00:00","16","14","normal","true"
"CASE-M024-202509","M024","2025-09-01","2025-09-03T00:00:00","2025-09-19T00:00:00","16","14","normal","true"
"CASE-M024-202510","M024","2025-10-01","2025-10-03T00:00:00","2025-10-19T00:00:00","16","14","normal","true"
"CASE-M024-202511","M024","2025-11-01","2025-11-03T00:00:00","2025-11-19T00:00:00","16","14","normal","true"
"CASE-M024-202512","M024","2025-12-01","2025-12-03T00:00:00","2025-12-19T00:00:00","16","14","normal","true"
"CASE-M024-202601","M024","2026-01-01","2026-01-03T00:00:00","2026-01-19T00:00:00","16","14","normal","true"
"CASE-M024-202602","M024","2026-02-01","2026-02-03T00:00:00","2026-02-19T00:00:00","16","14","normal","true"
"CASE-M024-202603","M024","2026-03-01","2026-03-03T00:00:00","2026-03-19T00:00:00","16","14","normal","true"
"CASE-M024-202604","M024","2026-04-01","2026-04-03T00:00:00","2026-04-19T00:00:00","16","14","normal","true"
"CASE-M024-202605","M024","2026-05-01","2026-05-03T00:00:00","2026-05-19T00:00:00","16","14","normal","true"
"CASE-M024-202606","M024","2026-06-01","2026-06-03T00:00:00","2026-06-19T00:00:00","16","14","normal","true"
"CASE-M025-202501","M025","2025-01-01","2025-01-03T00:00:00","2025-01-19T00:00:00","12","10","normal","false"
"CASE-M025-202502","M025","2025-02-01","2025-02-03T00:00:00","2025-02-19T00:00:00","12","10","normal","false"
"CASE-M025-202503","M025","2025-03-01","2025-03-03T00:00:00","2025-03-19T00:00:00","12","10","normal","false"
"CASE-M025-202504","M025","2025-04-01","2025-04-03T00:00:00","2025-04-19T00:00:00","12","10","normal","false"
"CASE-M025-202505","M025","2025-05-01","2025-05-03T00:00:00","2025-05-19T00:00:00","12","10","normal","false"
"CASE-M025-202506","M025","2025-06-01","2025-06-03T00:00:00","2025-06-19T00:00:00","12","10","normal","false"
"CASE-M025-202507","M025","2025-07-01","2025-07-03T00:00:00","2025-07-19T00:00:00","12","10","normal","false"
"CASE-M025-202508","M025","2025-08-01","2025-08-03T00:00:00","2025-08-19T00:00:00","12","10","normal","false"
"CASE-M025-202509","M025","2025-09-01","2025-09-03T00:00:00","2025-09-19T00:00:00","12","10","normal","false"
"CASE-M025-202510","M025","2025-10-01","2025-10-03T00:00:00","2025-10-19T00:00:00","12","10","normal","false"
"CASE-M025-202511","M025","2025-11-01","2025-11-03T00:00:00","2025-11-19T00:00:00","12","10","normal","false"
"CASE-M025-202512","M025","2025-12-01","2025-12-03T00:00:00","2025-12-19T00:00:00","12","10","normal","false"
"CASE-M025-202601","M025","2026-01-01","2026-01-03T00:00:00","2026-01-19T00:00:00","12","10","normal","false"
"CASE-M025-202602","M025","2026-02-01","2026-02-03T00:00:00","2026-02-19T00:00:00","12","10","normal","false"
"CASE-M025-202603","M025","2026-03-01","2026-03-03T00:00:00","2026-03-19T00:00:00","12","10","normal","false"
"CASE-M025-202604","M025","2026-04-01","2026-04-03T00:00:00","2026-04-19T00:00:00","12","10","normal","false"
"CASE-M025-202605","M025","2026-05-01","2026-05-03T00:00:00","2026-05-19T00:00:00","12","10","normal","false"
"CASE-M025-202606","M025","2026-06-01","2026-06-03T00:00:00","2026-06-19T00:00:00","12","10","normal","false"
